threshold,metric,metric_value,ev_f1_mean,ev_f1_mean_anypitch,patk_frame_f1,patk_onset_f1,patk_note_f1,pitch_active_precision,pitch_active_recall,pitch_active_f1,pitch_inactive_specificity,pitch_exact_frame_match,pitch_frame_jaccard,pitch_pred_active_per_frame,pitch_gt_active_per_frame,pitch_polyphony_mae
0.3,patk_note_f1,0.005181347072706651,0.0882597472415953,0.21356704367610607,0.06379189310657565,0.005181347072706651,0.005181347072706651,0.032951369480147305,0.9006875477394907,0.06357680106615742,0.057373253057984214,0.0,0.0343532001849356,82.82407407215685,3.0300925925224513,79.90046296111342
0.29,patk_note_f1,0.00517464414011705,0.0882597472415953,0.21356704367610607,0.06396037403739735,0.00517464414011705,0.00517464414011705,0.033179980482355174,0.9090909090839643,0.06402324137140449,0.05535728880048619,0.0,0.034799617526126675,83.02083333141155,3.0300925925224513,80.06018518333194
0.01,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06657342592981857,0.03259827033457815,0.0,0.034432870370361315,0.9999999999923607,0.06657342592981857,0.0,0.0,0.034432870369573314,87.99999999796296,3.0300925925224513,84.96990740544051
0.02,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06657342592981857,0.006335794201709972,0.0,0.034432870370361315,0.9999999999923607,0.06657342592981857,0.0,0.0,0.034432870369573314,87.99999999796296,3.0300925925224513,84.96990740544051
0.03,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06657342592981857,0.012474009266277335,0.0,0.034432870370361315,0.9999999999923607,0.06657342592981857,0.0,0.0,0.034432870369573314,87.99999999796296,3.0300925925224513,84.96990740544051
0.04,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06657342592981857,0.0165118646287552,0.0,0.0344346819592691,0.9999999999923607,0.06657681190881061,5.448552047291948e-05,0.0,0.03443347507563777,87.99537036833344,3.0300925925224513,84.96527777581099
0.05,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06657342592981857,0.022750772337521284,0.0,0.034438305709014884,0.9999999999923607,0.06658358490018179,0.00016345656141875844,0.0,0.03443470583033368,87.9861111090744,3.0300925925224513,84.95601851655194
0.06,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06658189152314917,0.02328042024879522,0.0,0.03444918153586125,0.9999999999923607,0.06660391214517805,0.0004903696842562753,0.0,0.034440345520935285,87.95833333129725,3.0300925925224513,84.9282407387748
0.07,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06661069065187396,0.03448275578034451,0.0,0.03446460072140427,0.9999999999923607,0.06663273033064113,0.0009534966082760909,0.0,0.03444950794480642,87.91898147944632,3.0300925925224513,84.88888888692387
0.08,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06663951470475434,0.03329633490133685,0.0,0.034460954789747485,0.9992360580519539,0.06662421939873796,0.0016073228539511247,0.0,0.03443585508385895,87.86111110907729,3.0300925925224513,84.83101851655483
0.09,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06669044158069198,0.03846153619732923,0.0,0.03449821970195582,0.9992360580519539,0.06669386025628077,0.002724276023645974,0.0,0.03446636629133136,87.76620370167208,3.0300925925224513,84.73611110914962
0.1,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06676357265938848,0.03436425906884543,0.0,0.034541037287410335,0.9992360580519539,0.06677387177919195,0.004004685754759582,0.0,0.03451564999393197,87.6574074053783,3.0300925925224513,84.62731481285584
0.11,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.0667534915266939,0.030303028442928592,0.0,0.034438067024615965,0.9946524064095138,0.0665712234046112,0.005503037567764867,0.0,0.034398677262888804,87.51620370167787,3.0300925925224513,84.48611110915542
0.12,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06650126543456526,0.02609727004673203,0.0,0.03435478740323551,0.9900687547670737,0.06640534867155068,0.007600730105972267,0.0,0.03431957495123212,87.32407407205268,3.0300925925224513,84.29398147953023
0.13,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06644450076127031,0.02641056280650083,0.0,0.03429497396662568,0.9862490450650402,0.066285009490885,0.009643937123706748,0.0,0.03428501424088097,87.13888888687178,3.0300925925224513,84.10879629434933
0.14,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06607069396575763,0.023980813909879377,0.0,0.03427521372072911,0.9831932773034134,0.06624118520512108,0.012123028305224584,0.0,0.03429246542541614,86.91898147946947,3.0300925925224513,83.88888888694702
0.15,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.0661157018279906,0.02168674562557709,0.0,0.034240538447147716,0.97937356760138,0.06616774128265947,0.014929032609579937,0.0,0.03429507438548721,86.66898147947525,3.0300925925224513,83.6388888869528
0.16,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06607474640468698,0.019488427558442368,0.0,0.034134447927542236,0.9732620320781264,0.06595568375196106,0.01792573623559051,0.0,0.03425342440977397,86.39583333133344,3.0300925925224513,83.36574073881097
0.17,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06597276098353243,0.017156861659067497,0.0,0.03412694147362978,0.9702062643164997,0.06593463579441555,0.020786226060418782,0.0,0.03429218154415748,86.14351851652445,3.0300925925224513,83.113425924002
0.18,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06607495003394737,0.01481481385334559,0.0,0.03409427809071124,0.9663865546144662,0.06586483324770495,0.023673958645483512,0.0,0.03434594436978535,85.88657407208596,3.0300925925224513,82.85648147956351
0.19,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06595123918293669,0.012422359393727152,0.0,0.0339698166278915,0.959511077150806,0.06561659156058443,0.026943089873858683,0.0,0.03425533393388314,85.58796296098176,3.0300925925224513,82.5578703684593
0.2,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06572033499894266,0.012484393739473645,0.0,0.03389784508493897,0.9541634835679591,0.0654697935976113,0.03023946386247031,0.0,0.034292981567240956,85.29166666469231,3.0300925925224513,82.26157407216986
0.21,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06555226007604874,0.012547050764646003,0.0,0.033884455097640105,0.9503437738659256,0.0654357996612488,0.03372653717273716,0.0,0.03444321723265842,84.98379629432908,3.0300925925224513,81.95370370180663
0.22,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06511946404787694,0.007594936191155298,0.0,0.03378895571349541,0.9442322383426721,0.06524320976333949,0.037131882202294623,0.0,0.034510621555589566,84.67592592396583,3.0300925925224513,81.64583333144338
0.23,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06484858027388354,0.007623887735808566,0.0,0.03366966440007851,0.9381207028194185,0.06500621938873402,0.039856158225940595,0.0,0.03446919812142655,84.42592592397162,3.0300925925224513,81.39583333144917
0.24,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06480352056868471,0.007662834897641304,0.0,0.033540611930433215,0.9312452253557584,0.0647491561025376,0.04309804669407931,0.0,0.03446363885293436,84.12962962768218,3.0300925925224513,81.09953703515973
0.25,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06463281577599826,0.0051480049440725964,0.0,0.033489655172404556,0.9274255156537249,0.06464495792569366,0.045522652355124225,0.0,0.03454230922555196,83.91203703509463,3.0300925925224513,80.88194444257218
0.26,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06423560100122412,0.0051480049440725964,0.0,0.03338127108799342,0.922077922070878,0.0644300310869131,0.047838286975223306,0.0,0.03459217651555569,83.6990740721366,3.0300925925224513,80.66898147961415
0.27,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06421748253379922,0.002583979199734264,0.0,0.033327787944315054,0.9182582123688445,0.06432106955814386,0.0502084071157953,0.0,0.03466914658197244,83.48611110917857,3.0300925925224513,80.45601851665612
0.28,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06419236171908824,0.005167958527832866,0.0,0.03324993049762768,0.9136745607264044,0.06416481061020926,0.05266025553707668,0.0,0.03482729849710143,83.26388888696148,3.0300925925224513,80.26620370184568
0.31,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06269117220437921,0.0,0.0,0.03273450856197059,0.892284186395017,0.06315220261544184,0.05977061595879267,0.0,0.03388008958926408,82.59490740549549,3.0300925925224513,79.72222222037679
0.32,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.062396480348346654,0.0,0.0,0.03256166769679369,0.8854087089313568,0.06281332072588637,0.06189555125723653,0.0,0.033242356058048886,82.39351851661127,3.0300925925224513,79.58101851667637
0.33,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.062280342589630965,0.0,0.0,0.03238718042674624,0.8777692895272898,0.062469417026867424,0.06481052660253772,0.0023148148147612312,0.03528141224728587,82.12268518328419,3.0300925925224513,79.38425925742166
0.34,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06177901631281925,0.0,0.0,0.03217226450863525,0.8686019862424095,0.06204638403148187,0.06818862887185873,0.006944444444283693,0.03891625034796345,81.80787036847667,3.0300925925224513,79.12962962779793
0.35,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.061453895142521156,0.0,0.0,0.03207461328479525,0.8617265087787493,0.061847190688879276,0.07265644155063812,0.006944444444283693,0.03833857938697113,81.40740740552297,3.0300925925224513,78.77546296113945
0.36,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06144308141948062,0.0,0.0,0.03194103194102282,0.8540870893746824,0.06157913510403319,0.07690631214752584,0.009259259259044925,0.04050112515688425,81.0231481462726,3.0300925925224513,78.46990740559097
0.37,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06061619893417831,0.0,0.0,0.0317150244182615,0.8433919022089886,0.061131259856794906,0.08175552346961568,0.009259259259044925,0.04010051872858652,80.57870370183845,3.0300925925224513,78.08101851671108
0.38,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06034603557891749,0.0,0.0,0.03150242326331886,0.8342245989241084,0.060712200115960145,0.08540605334130129,0.009259259259044925,0.03923219343921205,80.24074073888332,3.0300925925224513,77.78472222042164
0.39,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.060127474047754606,0.0,0.0,0.0314392512532145,0.8288770053412615,0.060580680479494865,0.0893834963358244,0.009259259259044925,0.039105736968332604,79.88657407222485,3.0300925925224513,77.47222222042888
0.4,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.060123081443824125,0.0,0.0,0.031381910279167605,0.8235294117584147,0.060459898339310196,0.09355163865200275,0.009259259259044925,0.03904628378868926,79.51620370186305,3.0300925925224513,77.12037036858517
0.41,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06014780080453723,0.0,0.0,0.03138528138527221,0.8197097020563812,0.06045581245694607,0.09785599476936338,0.011574074073806156,0.04140796644307381,79.13888888705696,3.0300925925224513,76.7430555537791
0.42,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.060215671453753075,0.0,0.0,0.03135026934737531,0.8135981665331277,0.060374148945299154,0.10354973165878346,0.011574074073806156,0.041311218710011866,78.63657407225378,3.0300925925224513,76.259259257494
0.43,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06033681692258555,0.0,0.0,0.031168523346755406,0.8036669213078407,0.06000969666570346,0.10916174026749417,0.011574074073806156,0.04101542168448897,78.12962962782107,3.0300925925224513,75.7754629612089
0.44,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.060285251428512765,0.0,0.0,0.03127148793684975,0.7990832696654006,0.06018758198989429,0.11725284005772271,0.013888888888567387,0.04343571464226248,77.42824073894842,3.0300925925224513,75.09722222048386
0.45,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.06033353111492942,0.0,0.0,0.031068840579700767,0.7860962566784867,0.059775188788933044,0.12575258125149816,0.013888888888567387,0.04316317439501582,76.66666666489198,3.0300925925224513,74.35416666494551
0.46,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.05945978533005648,0.0,0.0,0.03041452048073632,0.7578304048834391,0.058481944725983455,0.13847495028192486,0.013888888888567387,0.04231613909606516,75.4999999982523,3.0300925925224513,73.21527777608298
0.47,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.05805855084360288,0.0,0.0,0.03003782077328477,0.7341482047308316,0.05771425064103963,0.15460266434190903,0.013888888888567387,0.041977267668127115,74.05787036865607,3.0300925925224513,71.79166666500483
0.48,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.057206207630800386,0.0,0.0,0.029199653835049456,0.695951107710497,0.056047741321307666,0.17487127795783505,0.013888888888567387,0.04135940544923694,72.21990740573565,3.0300925925224513,69.98148147986154
0.49,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.055147058001044476,0.0,0.0,0.02873847983350552,0.6646294881538226,0.05509467338686587,0.19898112076710195,0.013888888888567387,0.04057191147616085,70.07638888726675,3.0300925925224513,67.86111110954025
0.5,patk_note_f1,0.0,0.0882597472415953,0.21356704367610607,0.05450091770377565,0.0,0.0,0.028851072536906573,0.646294881584062,0.05523635332128649,0.22420791674606366,0.013888888888567387,0.04041323421953553,67.87731481324359,3.0300925925224513,65.68981481329422
